Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Shipping Address,Billing Address,Is Fraudulent,Account Age Days,Transaction Hour
e3ac696e-978c-43c9-a659-6e1a93289b28,4c80f103-ce9c-4e40-b1b2-b5a6c9d1f5ef,169.04,3/4/2024 10:10,debit card,home & garden,1,54,Lamburgh,tablet,1.199.155.117,"Unit 4478 Box 3826
DPO AA 96936","Unit 4478 Box 3826
DPO AA 96936",1,60,10
e3c1a8ee-6455-4a39-a4b0-6f3be08c56a8,b4e261d2-2e81-4e57-b8a6-fa204ecd8a8b,254.48,1/8/2024 8:26,bank transfer,electronics,4,20,West Melissashire,desktop,52.160.5.136,"1117 Braun Courts Suite 910
West Johnmouth, WV 07413","1117 Braun Courts Suite 910
West Johnmouth, WV 07413",1,238,8
08ded43b-24bf-4001-925e-fd7ce210baa8,ed5b5482-fa35-48b5-b029-ff5f53c951bf,266.06,1/26/2024 14:29,debit card,electronics,1,41,Port Rebecca,tablet,194.26.237.2,"1228 Torres Squares Suite 099
Cookville, ID 69547","1228 Torres Squares Suite 099
Cookville, ID 69547",1,264,14
0c0345fa-406b-4064-8e57-750ea3b0ea41,e852cd05-3ee9-45a3-9e2a-553d6d01e025,263.28,3/7/2024 22:58,debit card,toys & games,3,30,East Jonathan,tablet,166.131.101.195,"12872 Kevin Creek
Thompsonburgh, KY 81553","12872 Kevin Creek
Thompsonburgh, KY 81553",1,159,22
8501d4c2-10e4-4aea-88bc-10b2a168cb28,339683a0-3028-449e-a635-25f0e171ae16,475.76,1/17/2024 10:58,PayPal,clothing,2,29,Muellerstad,mobile,196.101.90.48,"3496 Jason Ports
New Amanda, MD 97636","3496 Jason Ports
New Amanda, MD 97636",1,143,10
4b798a5c-8400-439f-8e2c-491902645751,26695fcc-6a94-40e3-a9cf-698e355bdbdf,89.38,2/7/2024 2:13,credit card,health & beauty,4,35,Lake Elizabeth,mobile,82.111.15.220,"635 Danielle Parks Suite 501
Hilltown, WY 74884","635 Danielle Parks Suite 501
Hilltown, WY 74884",1,315,2
0293493e-7c4f-4b2e-bcb0-838f380e9321,aa5bb186-5693-40ee-b0ec-84d30b680849,264.24,1/16/2024 7:04,credit card,toys & games,3,33,Jennifershire,mobile,201.24.228.3,"5430 Lee Dale
Rogersburgh, ID 45469","5430 Lee Dale
Rogersburgh, ID 45469",1,150,7
402da312-6957-47a7-b513-40eb4a1c614e,1967927c-2316-420b-ab36-8f34b5632463,123.35,4/2/2024 19:54,debit card,toys & games,1,35,Port Christopher,desktop,199.73.51.223,"5146 Desiree Ridge
Steeleburgh, MH 56289","5146 Desiree Ridge
Steeleburgh, MH 56289",1,20,19
77f985cd-261c-40c9-a2f9-b107491cddc9,a2101086-0387-4968-8586-135049f91e61,199.02,1/27/2024 2:56,debit card,toys & games,4,49,Maloneshire,tablet,165.239.47.50,"3469 Coleman Station Suite 668
North David, PR 00714","3469 Coleman Station Suite 668
North David, PR 00714",1,316,2
bf43217a-c0d3-4e77-bb23-7eb77c44d1b9,0d4ba3b2-a21e-411d-b136-fca763eb1c17,675.74,3/16/2024 10:22,bank transfer,clothing,4,18,North Jacobmouth,desktop,40.225.6.79,"768 Amanda Plain Suite 208
Taylorland, RI 13951","7045 Jones Bridge Apt. 061
Fosterview, MH 75919",1,214,10
b4c3e417-6627-449d-9923-8e554060a164,de73f019-973d-4cfb-ba04-1529b33a496c,352.67,1/12/2024 23:25,bank transfer,health & beauty,1,45,Murrayton,mobile,132.248.133.78,"5137 Rebecca Rest
New Nicolefort, NE 46498","5137 Rebecca Rest
New Nicolefort, NE 46498",1,189,23
0b5286d8-853b-4276-b3b5-7b20c309c2e3,daebc1ea-4a8a-4029-99e3-cf5c9575c206,53.73,3/15/2024 14:11,bank transfer,toys & games,4,48,Popefort,mobile,103.23.100.105,"0720 Holmes Garden
South Kristinmouth, GU 63261","0720 Holmes Garden
South Kristinmouth, GU 63261",1,364,14
39b77e1a-f7aa-4281-b04c-8c401dc1b2b3,0e6c7829-1e94-44ee-b841-9b95fd7531f6,21.24,1/13/2024 19:36,debit card,health & beauty,5,49,Barronview,desktop,89.25.29.96,"838 Ross Square
Thompsonfurt, WI 01015","838 Ross Square
Thompsonfurt, WI 01015",1,223,19
66eecfd6-fa41-4c3b-bab3-07c76ad7d798,67c1fbc9-5830-4095-9ea8-174cbf88ab27,118.83,2/6/2024 22:06,debit card,health & beauty,1,30,Jasonberg,mobile,66.205.254.110,"501 Calderon Underpass
New Glennhaven, SC 76007","501 Calderon Underpass
New Glennhaven, SC 76007",1,79,22
1b46cabd-fa15-47b7-91aa-f61e7c2724c1,a748a557-cf3d-4811-a1d1-811c7a7539e5,267.12,3/9/2024 0:04,credit card,home & garden,2,13,West Amy,tablet,123.118.78.180,"37175 Christopher Locks
Lake Janice, PW 37512","37175 Christopher Locks
Lake Janice, PW 37512",1,39,0
74118581-84a5-477e-80de-4c795dc8af25,82563528-49f7-4806-9045-171f89daf51e,153.05,1/31/2024 3:10,debit card,electronics,3,27,Ramoston,mobile,94.151.244.55,"0554 Stephen Radial
New Courtneyport, TN 97226","0554 Stephen Radial
New Courtneyport, TN 97226",1,177,3
bb26a794-4d18-4ef4-9010-b26dc36f9ad0,29104f1d-3db9-4250-b5f3-673dead657c1,615.52,2/9/2024 16:59,credit card,health & beauty,3,46,West Richardbury,mobile,190.153.209.188,"935 Aaron Corners
North Cindy, PR 64380","935 Aaron Corners
North Cindy, PR 64380",1,238,16
0a5ba20d-69d5-4ff7-bb88-50f6d402dabe,5e031e9e-87de-4db8-96ca-2c5becb44559,31.08,1/17/2024 13:18,PayPal,clothing,2,32,Lake Jimmyfurt,tablet,78.50.82.205,"68408 Vanessa Passage
Sydneyhaven, IN 94142","68408 Vanessa Passage
Sydneyhaven, IN 94142",1,147,13
4fef0df1-e9d7-41b8-b4ca-88f60632b729,221ff13a-1429-47b7-a6ca-bac1a035bdea,141.89,3/29/2024 4:57,debit card,clothing,3,32,Robbinsport,mobile,206.94.162.125,"642 Moss Wall Suite 362
Port Toddstad, VT 92434","642 Moss Wall Suite 362
Port Toddstad, VT 92434",1,334,4
636856f2-8760-4f7a-a0d9-3176d3326c18,145ae1bd-4c17-4688-89b7-164304b7d6da,355.32,1/18/2024 20:26,debit card,home & garden,1,45,Morenostad,desktop,15.50.77.94,"509 James Well Suite 617
Dianehaven, MD 54931","509 James Well Suite 617
Dianehaven, MD 54931",1,148,20
8e3efc28-4aa3-4df8-85f2-c5acea728490,77501c50-72cc-4e40-8f3e-48226a868f2f,16.05,3/17/2024 1:27,credit card,home & garden,3,22,West Kevin,mobile,116.65.177.140,"1832 Greer Trail
West Alvin, UT 76928","1832 Greer Trail
West Alvin, UT 76928",1,213,1
5433bc54-bd96-47c6-b9fa-c5e677155c9b,1ac0b1a9-e8ee-4303-ba79-1e659fcce931,112.27,3/4/2024 0:33,credit card,electronics,1,33,Lake Robertchester,desktop,194.90.197.59,"213 Rivera Stravenue Suite 074
North Eric, NC 40652","213 Rivera Stravenue Suite 074
North Eric, NC 40652",1,139,0
247de335-896b-4171-960e-fdb0e92524c4,2c644e55-dcb1-4578-9607-98dbea38bb36,56.33,2/4/2024 7:53,bank transfer,clothing,4,38,Howardborough,desktop,118.118.247.178,"6499 Lee Flat Apt. 243
Amandachester, HI 39213","78577 Dylan Throughway
Tinamouth, IN 74602",1,198,7
d9726a32-b097-48dd-9803-37ee6d1b8201,977b3c4a-de84-4dc4-8d52-365a54fe874c,183.16,3/6/2024 8:31,PayPal,toys & games,2,45,Brookeborough,mobile,27.246.31.121,"PSC 8417, Box 4835
APO AA 35537","PSC 8417, Box 4835
APO AA 35537",1,273,8
2a62cfca-59f6-476b-bae3-e01cf013915d,f0e7a0df-354d-4355-8aa7-1d15a77da214,295.28,3/12/2024 7:28,bank transfer,home & garden,1,48,West Kevin,mobile,106.33.166.228,"35727 Perez Landing Suite 952
Millerport, MN 69406","35727 Perez Landing Suite 952
Millerport, MN 69406",1,173,7
aa4c8ef8-1e0a-4657-92fd-659a1c22253c,32d5ea3a-f5c0-47db-9d4c-2f8ebd1adee5,71.57,2/17/2024 21:28,bank transfer,electronics,5,37,Medinafort,tablet,90.75.141.52,"624 Schultz Spurs Apt. 863
Alyssaborough, OH 97005","624 Schultz Spurs Apt. 863
Alyssaborough, OH 97005",1,80,21
ed9801c8-fabb-4fc0-ba19-e0a7df267adf,29ae06d3-464d-4981-a7ec-abcbb5fcf53f,264.31,2/16/2024 20:34,PayPal,home & garden,5,52,Kylestad,desktop,70.111.19.233,"86656 Douglas Mill
Jamesside, NE 50055","86656 Douglas Mill
Jamesside, NE 50055",1,298,20
08a0992e-eda9-4d68-a733-622f3a5c3eb8,7e841612-000a-4af0-bd94-62f5ba1bdb07,152.78,1/29/2024 23:11,debit card,home & garden,5,43,West Jamieland,tablet,80.151.70.179,"5829 Zachary Drive
Hayleyville, NM 74902","0943 Christopher Haven
West Robinville, OK 27287",1,119,23
fec2c684-e355-4832-9e6d-84ddac57d104,c8a9efe6-716f-4118-8fe9-10d73663cde5,244.2,1/22/2024 0:52,debit card,clothing,4,46,South Tara,mobile,176.246.24.132,"77434 Freeman Harbors
West Davidside, PR 39864","77434 Freeman Harbors
West Davidside, PR 39864",1,190,0
53740e77-0a7a-4dcd-82a2-e82ddfe774a6,d5eb75bb-0654-45c5-afbd-ba84e790d54a,404.27,1/20/2024 3:22,credit card,electronics,2,17,North Joshua,mobile,138.253.244.35,"4917 Richard Spurs Suite 086
West Deniseton, AL 25897","4917 Richard Spurs Suite 086
West Deniseton, AL 25897",1,348,3
c217760b-a18e-4963-b079-a4f08afbc930,3e8635c6-939f-4f38-b017-16f892a7e099,43.96,2/19/2024 22:57,debit card,electronics,4,22,Port Shaneberg,mobile,179.59.183.205,"45344 Mary Hollow
South Ronaldstad, CT 86106","45344 Mary Hollow
South Ronaldstad, CT 86106",1,349,22
48bb3bd2-c616-4071-973a-270a829f19a7,e86a2850-b766-48b0-91e8-99cde25f2497,87.36,2/21/2024 13:41,PayPal,health & beauty,5,39,West Caitlinmouth,tablet,136.225.140.174,"8105 Amber Flats
Christopherville, RI 31760","8105 Amber Flats
Christopherville, RI 31760",1,7,13
c1681a49-698d-4ff4-a445-c4f1aa13b9f5,bcb2d89b-74f7-41ef-ad78-61ab3222d5ff,96.07,3/15/2024 7:50,PayPal,toys & games,3,24,Williamside,desktop,42.205.203.181,"1518 Pineda Manors Apt. 954
Port Frank, MI 70838","1518 Pineda Manors Apt. 954
Port Frank, MI 70838",1,119,7
35195f37-170f-4ae5-ad99-092744672112,7a355522-c78b-45dd-b221-2cd671231b4f,361.22,3/24/2024 15:53,debit card,electronics,3,36,Reyesberg,tablet,213.204.202.116,"Unit 5336 Box 4045
DPO AP 14921","Unit 5336 Box 4045
DPO AP 14921",1,233,15
e9bc401d-d408-4ad4-b9a3-5d217f4ddea4,42c3553c-477c-4ed7-84e7-5bbb8fbfb418,86.51,1/25/2024 19:12,debit card,health & beauty,3,31,East Erikland,mobile,94.208.203.43,"17260 Knight Groves
South Jeffreyborough, MH 86571","17260 Knight Groves
South Jeffreyborough, MH 86571",1,262,19
ffc2d68a-5717-465e-9c54-1e794f62e21b,07308817-5b75-4cbf-9b18-8e582c691d94,686.48,3/10/2024 9:30,debit card,home & garden,1,39,West Carolinetown,mobile,66.10.168.104,"19110 Kaitlin Walk Suite 904
Reginatown, WI 20757","19110 Kaitlin Walk Suite 904
Reginatown, WI 20757",1,85,9
961b63c1-4b20-4513-b09d-7c5bedf12368,0c0826ff-010e-4e1f-bc8f-9eaaf9299f29,115.91,1/19/2024 8:58,PayPal,home & garden,2,27,Hernandezview,tablet,150.248.51.26,"3451 Alison Harbor
East Christopher, IN 86018","3451 Alison Harbor
East Christopher, IN 86018",1,234,8
d4539b2d-2b55-4b42-b8cd-cd5a6603b486,c1d0af10-418f-457c-a362-eb191b5ca5ef,268.3,3/25/2024 8:49,credit card,health & beauty,4,48,South Michelle,desktop,205.79.162.144,"5271 Russell Turnpike
New Andrew, AL 33616","5271 Russell Turnpike
New Andrew, AL 33616",1,1,8
286788e3-94bc-4d13-9e64-a20441c30cf9,a1e6015c-7935-436c-9fac-d33d359df79a,65.03,2/25/2024 0:47,debit card,toys & games,2,17,Deanside,mobile,3.68.182.201,"29693 Meyers Row
West Rachel, DE 88900","29693 Meyers Row
West Rachel, DE 88900",1,167,0
ccc482ec-51bd-45bd-9499-fa8946ceab15,e6bf9d87-3dc1-4e14-92c3-cc09ceb447be,22.93,1/29/2024 20:04,credit card,toys & games,1,58,Richshire,desktop,42.203.164.128,"747 Green Manors Suite 571
Allenbury, LA 16389","747 Green Manors Suite 571
Allenbury, LA 16389",1,103,20
147607a9-e7cc-4050-9c0a-8cb798e8f4af,80624244-ceb2-4bba-9e42-a9c3ff6565f4,556.02,3/30/2024 12:21,credit card,toys & games,5,16,East Ashley,tablet,111.198.106.134,"0283 Booker Row Suite 784
Johnton, MO 52366","0283 Booker Row Suite 784
Johnton, MO 52366",1,132,12
d4d59c86-4003-45e5-9c0d-56d9e0a81015,e3c8980b-5492-458f-84c9-2394d5be02f5,51.05,2/5/2024 18:09,PayPal,electronics,3,39,Larryfurt,desktop,156.230.136.99,"47712 Samantha Shoals
Benjaminport, OK 65946","47712 Samantha Shoals
Benjaminport, OK 65946",1,44,18
6a57a850-189a-4d96-b86b-5c6005d5f2c7,c09cabd8-696d-4f01-9905-90ea9aff03ad,10.59,1/11/2024 3:02,debit card,clothing,1,46,Lake Jamieshire,tablet,130.33.173.82,"9316 Nicholas Circle Apt. 423
Johnmouth, FL 38524","9316 Nicholas Circle Apt. 423
Johnmouth, FL 38524",1,272,3
7b653e0f-2b4c-4772-992c-282ce0bf1f26,a16a3d44-8d89-469e-b509-eaf642d31863,847.22,2/14/2024 12:16,bank transfer,clothing,4,32,Port Danielville,mobile,185.146.150.184,"3047 Stevenson Crossing
Lake Rebecca, AL 45523","3047 Stevenson Crossing
Lake Rebecca, AL 45523",1,11,12
001588cf-5c96-45ac-8bc7-29c064a06d33,787d07ac-26a4-4461-9eef-9ec48bc53f00,56.83,1/28/2024 15:36,debit card,toys & games,3,21,Port Adamhaven,tablet,134.165.126.136,"571 Michael Knoll
East Brittanymouth, GA 89270","571 Michael Knoll
East Brittanymouth, GA 89270",1,321,15
65e598b8-20fe-40f9-84b4-2525e5d90035,4bc2448c-c33e-4058-949f-39f4ada47081,542.49,3/24/2024 22:29,PayPal,clothing,2,40,Castillomouth,tablet,29.113.189.158,"6107 Yolanda Views Suite 461
South Charleshaven, KS 44297","6107 Yolanda Views Suite 461
South Charleshaven, KS 44297",1,242,22
f66e9461-c7a6-44e0-a515-a5e4a85f63fa,c856fc82-1e4a-4b01-a7a4-7c078d30c10f,31.21,2/18/2024 13:22,credit card,home & garden,5,26,Richardsonborough,mobile,123.170.189.67,"8513 Delgado Common Apt. 910
Vegaton, OR 24946","8513 Delgado Common Apt. 910
Vegaton, OR 24946",1,219,13
329033cc-f09c-40bd-92ed-12f007f7029c,13668df7-ec72-48d4-ab7a-959aded1e8c0,105.36,2/20/2024 18:44,debit card,home & garden,5,27,New Jacksonton,desktop,92.104.110.215,"66360 Thomas Unions Suite 424
Harrisside, MS 72347","48098 Dana Views
Melissashire, MI 62140",1,347,18
a5a6b31e-d7db-4e7e-9446-ab02ad883c2b,95a94ecc-35ae-4120-bf1e-9599e4ae5c47,46.76,1/4/2024 12:27,PayPal,health & beauty,2,55,East Mark,mobile,23.59.10.240,"913 Peter Hollow
North Danielfurt, MT 46944","8677 Elizabeth Loaf Apt. 057
North Meganborough, UT 76447",1,60,12
d5afbace-4eb1-405f-9993-8ea07b95decc,cbd7852e-aa77-4487-8e67-a860ab6c53b9,133.05,1/31/2024 14:31,PayPal,clothing,5,25,West Eric,mobile,152.24.166.58,"84087 Christy Union Apt. 506
Robertview, DC 54635","84087 Christy Union Apt. 506
Robertview, DC 54635",1,96,14
1ac39f8c-b3b4-4dc5-8df0-bd57f609663d,e75e17f3-65bd-40d5-a546-11fd982f397e,106.72,2/17/2024 4:00,credit card,health & beauty,3,22,South Kathyville,mobile,223.133.208.242,"8275 Dixon Key Apt. 239
Krausemouth, FM 53747","8275 Dixon Key Apt. 239
Krausemouth, FM 53747",1,228,4
33693a01-961c-47b1-b3c1-3b78dff29c14,1d1c0113-3233-453f-8f61-fa3c1ec468ae,44.04,3/28/2024 14:20,debit card,toys & games,3,20,Kaylaport,tablet,196.206.106.186,"71687 Paul Creek
Willieton, WY 79033","71687 Paul Creek
Willieton, WY 79033",1,133,14
e116e5e2-2b9c-4ed1-befc-bdbfde4f533e,d717e3b0-91e8-45aa-9c02-0816eef7c528,32.15,2/21/2024 21:52,debit card,clothing,4,35,North Jennifershire,mobile,102.183.199.225,"970 Jimenez Extension Suite 145
East Christine, OK 49916","970 Jimenez Extension Suite 145
East Christine, OK 49916",1,194,21
0445dad3-bc7b-4d94-b3d0-299a9095ed23,4d6d4ed6-c288-4ee7-9f1d-2d39fb6b1040,839.3,3/19/2024 17:10,bank transfer,health & beauty,2,36,South Austinbury,mobile,65.77.31.204,"5762 Joseph Corners
South Michealside, NY 98468","5762 Joseph Corners
South Michealside, NY 98468",1,65,1
08b61420-a883-4f93-9d21-afb299038d2e,80da4301-1a42-44a9-b988-5fcd68cca741,63.15,2/3/2024 2:39,credit card,clothing,5,40,Lake Martinland,desktop,158.169.135.20,"4058 Jay Row
Lake Marystad, FM 84464","4058 Jay Row
Lake Marystad, FM 84464",1,145,2
50dede81-f811-427d-b4a3-232e47565d39,9398c179-eff5-4621-b564-c9f88ca48ac9,323.24,2/29/2024 4:08,credit card,toys & games,4,37,North Veronicaport,tablet,164.143.81.49,"8509 Johnson Views Suite 661
Gonzalesside, AZ 18262","8509 Johnson Views Suite 661
Gonzalesside, AZ 18262",1,118,4
57c6bf34-a7ab-4e0b-8bb6-0d16c94804f4,9af60c78-23b0-4adb-aa84-c0b22989c610,150.28,1/31/2024 9:08,credit card,toys & games,5,23,New Jacob,desktop,117.189.96.77,"4884 Regina Summit Suite 286
Bellville, AS 92024","4884 Regina Summit Suite 286
Bellville, AS 92024",1,260,9
20ade4ba-583f-4280-9308-663caa668c3a,48de0abc-e8ef-49ba-b48d-f91aaa09fd3e,159.28,3/9/2024 2:45,debit card,toys & games,1,42,West Jacob,tablet,12.202.94.233,"91474 Charlene Loop
North Jenniferchester, OK 59758","91474 Charlene Loop
North Jenniferchester, OK 59758",1,287,2
af659543-5f30-462e-8d05-7734a610191a,112d92ac-8b99-4cbe-9474-5e5c49fdc236,1161.64,2/14/2024 14:16,debit card,health & beauty,5,36,Joshuaview,mobile,197.148.88.121,"80612 Sweeney Run
New Jacob, CA 86710","80612 Sweeney Run
New Jacob, CA 86710",1,146,14
ba63eb43-bdf9-4a68-8872-2aad2ce9de12,321744af-6e24-4183-a821-77ea96d222bc,1213.67,2/5/2024 7:35,credit card,clothing,3,23,Thomasmouth,desktop,13.72.40.114,"Unit 6143 Box 6613
DPO AA 99913","Unit 6143 Box 6613
DPO AA 99913",1,90,7
0599cc6f-a589-4efb-9a9d-96d0a2d37367,9c67236d-f473-4c7c-ad50-a03512fea31f,187.94,3/4/2024 9:41,credit card,toys & games,2,35,Ruizbury,desktop,3.224.70.193,"PSC 1259, Box 6497
APO AE 33211","PSC 1259, Box 6497
APO AE 33211",1,253,9
9f6847cf-b6aa-4224-ba44-9cd204f55d95,f438019b-b8ad-46d0-a9cd-3e1cd1ae3313,11.41,1/3/2024 20:35,PayPal,electronics,5,28,Danielfurt,tablet,160.136.143.166,"268 Rebecca Ramp Apt. 368
Lake Jennifer, NJ 39483","268 Rebecca Ramp Apt. 368
Lake Jennifer, NJ 39483",1,9,20
ac66b416-47a2-4788-b5d6-9f06adce2348,1cc8b0c8-399a-4410-a580-4d20eff7e6e4,94.46,3/5/2024 1:40,debit card,health & beauty,3,27,South Dakotaville,tablet,182.133.58.4,"908 Kristina Landing
Whiteberg, MT 33226","908 Kristina Landing
Whiteberg, MT 33226",1,220,1
ecb35870-c7dc-4647-a8aa-7dd2488be329,50113ff2-620e-40bd-b08b-a44391e0bb0e,11.84,1/8/2024 15:18,PayPal,home & garden,5,39,Hurstmouth,desktop,116.33.62.5,"USNS Pena
FPO AP 48401","USNS Pena
FPO AP 48401",1,223,15
12bf85d4-b844-4c41-b335-5604454a3b14,1665729f-ea5d-4c58-80c3-a581a25b91e1,506.36,2/9/2024 20:55,debit card,toys & games,5,40,New Johnport,mobile,66.170.239.81,"95424 Williams Squares Suite 337
North Shane, LA 26248","95424 Williams Squares Suite 337
North Shane, LA 26248",1,41,20
d446a0dc-f691-4222-a1bd-34c3361bce9d,d473b654-6980-4905-b1e4-5633cd6521ea,211.68,3/19/2024 10:02,credit card,electronics,3,34,Carrollstad,mobile,65.218.194.159,"4125 Howell Island
South Tinastad, WV 20374","4125 Howell Island
South Tinastad, WV 20374",1,87,10
5103641f-e01f-48cf-a592-43781c08261d,f7032265-a672-43b7-aee1-03c78e4c7c08,251.05,3/23/2024 22:59,credit card,health & beauty,1,31,Richardstad,tablet,25.176.170.209,"1249 Dunn Pine Suite 229
Johnsonhaven, IA 57393","1249 Dunn Pine Suite 229
Johnsonhaven, IA 57393",1,7,22
de553ceb-ec58-42db-9ade-741ae448ae3a,31d8907f-5a32-49ad-9b32-c4aaf01f9938,171.68,1/6/2024 1:22,bank transfer,health & beauty,4,43,East Kellyport,tablet,188.213.142.104,"295 Reid Flats
North Robertborough, AR 77883","295 Reid Flats
North Robertborough, AR 77883",1,74,1
3b57a59c-7fb0-423d-9894-b2ed129ff712,2338385b-97e1-4d73-8a80-7b15dde19758,530.29,3/18/2024 1:14,PayPal,clothing,3,33,East Kimberly,mobile,176.27.26.35,"52383 Miller Groves Suite 815
East Deborah, GU 13511","52383 Miller Groves Suite 815
East Deborah, GU 13511",1,246,1
3902ee33-2d2e-43bf-a24f-148bff0a016d,5fbb6ed1-9d87-4604-afb6-bed9a3525916,17.91,1/30/2024 1:09,credit card,toys & games,4,34,New Mary,tablet,141.36.84.174,"4813 Wells Union
North Markstad, ME 72198","4813 Wells Union
North Markstad, ME 72198",1,135,1
cb180914-6aeb-4d48-b65f-07f208ceddad,44e09e24-74b9-4041-9894-8734ad525faa,379,1/10/2024 20:08,debit card,home & garden,4,37,Christopherland,desktop,211.189.218.190,"471 Mary Courts Apt. 872
Maryhaven, KS 16126","471 Mary Courts Apt. 872
Maryhaven, KS 16126",1,30,20
